,restaurant,entree,price,description,cuisine
301,Rafferty's Restaurant & Bar,Spinach Salad,$10.99,"Trimmed baby leaf spinach garnished with bleu cheese crumbles, crispy candied pecans, thinly sliced red onions, and Rafferty's smoked bacon.",American
302,Rafferty's Restaurant & Bar,The Chef,$11.49,"Fresh greens topped with smoked turkey, ham, Monterey jack and cheddar cheeses, chopped eggs, fresh diced tomatoes, crispy potato sticks, and chopped bacon.",American
303,Rafferty's Restaurant & Bar,Caesar Salad,$9.99,"Fresh hearts of romaine lettuce tossed to order with home-made seasoned croutons, Parmesan cheese, and Caesar dressing.",American
304,Rafferty's Restaurant & Bar,Frisco Salad,$11.49,"Seasoned grilled chicken, chopped eggs, fresh diced tomatoes, crispy potato sticks, Monterey jack cheese and artichoke hearts on a bed of cool crisp greens.",American
305,Rafferty's Restaurant & Bar,Chicken Finger Salad,$11.49,"A Rafferty’s classic! Cold mixed greens topped with chopped eggs, fresh diced tomatoes, crispy potato sticks, Monterey Jack cheese and chopped fresh hand-breaded deep fried chicken finger filets or Buffalo style",American
306,Rafferty's Restaurant & Bar,Sunshine Chicken Salad,$11.49,"Our home-made chicken salad topped with candied pecans. Served with fresh cantaloupe, honeydew melon and strawberries topped with home-made sweet orange dressing.",American
307,Rafferty's Restaurant & Bar,"Chicken Salad, Croissants & Soup",$11.49,Two croissants served with Rafferty's home-made chicken salad topped with candied pecans.,American
308,Rafferty's Restaurant & Bar,Rafferty's Lunch Duos ,$10.99,"Select two different items from following: Bowl of Soup (6-oz.), House Salad, Baked Potato, 1/2 Club Sandwich, Fresh Fruit Bowl.",American
309,Rafferty's Restaurant & Bar,Slow-Roasted Prime Rib,$24.99,Our aged USDA choice prime rib is seasoned then slow-roasted for tenderness and flavor. Hand-carved to order and served au jus.,American
310,Rafferty's Restaurant & Bar,Jackson Hole Filet,$25.99,Our USDA choice thick and juicy 8 oz. Filet slow-roasted over hickory wood. The most tender of all our steaks!,American
311,Rafferty's Restaurant & Bar,Classic Marinated Ribeye,$24.99,Our USDA choice 12 oz. Ribeye marinated in pineapple juice and soy sauce for a great savory flavor.,American
312,Rafferty's Restaurant & Bar,Ribeye,$23.99,Our USDA choice hearty 12 oz. Ribeye steak well-marbled for a full-bodied taste.,American
313,Rafferty's Restaurant & Bar,Wood-Fried Pork Chops,$19.99,Two 6 oz. Hickory grilled center-cut boneless pork chops.,American
314,Rafferty's Restaurant & Bar,Cowboy Sirloin,$19.99,"Our USDA choice tender, juicy 10 oz. Sirloin.",American
315,Rafferty's Restaurant & Bar,Hickory-Smoked Baby Back Ribs,$20.99,"Our baby back ribs are hickory smoked in house for tenderness then basted with our sweet
                      & zesty BBQ sauce.",American
316,Rafferty's Restaurant & Bar,Salmon,$19.99,"A 7-oz. salmon filet grilled over live hickory coals. Brushed with olive oil and seasoned
                      or basted Cajun style then blackened. Served with herb tartar sauce",American
317,Rafferty's Restaurant & Bar,Rustler’s Roost Salmon,$20.99,"Salmon marinated in an orange/bourbon marinade, grilled and basted. 20.99
                    ",American
318,Rafferty's Restaurant & Bar,BBQ Chicken,$16.99,Hickory-grilled all-natural chicken breast basted with our sweet and zesty BBQ sauce then topped with Monterey Jack cheese and hickory-smoked bacon. Served with 1 side item.,American
319,Rafferty's Restaurant & Bar,Kona Chicken,$16.99,"A boneless all-natural chicken breast marinated in pineapple juice and soy sauce grilled over hickory wood then topped with grilled ham, Monterey Jack cheese and a slice of pineapple. Served with 1 side item.",American
320,Rafferty's Restaurant & Bar,Chicken Finger Platter (Original),$16.99,"A generous portion of boneless chicken tender filets served two ways: Fresh hand-breaded deep fried chicken tenders. Served
                      with our special sweet & spicy dipping sauce. Served with one side
                      item
                    ",American
321,Rafferty's Restaurant & Bar,Chicken Finger Platter (Tossed),$16.99,A generous portion of boneless chicken tender filets. Fresh hand-breaded deep fried and tossed with our made-from-scratch Buffalo sauce. Served with our home-made garlic ranch or bleu cheese. Served with 1 side item.,American
322,Rafferty's Restaurant & Bar,Chicken Alfredo,$16.99,Penne pasta tossed in a creamy homemade Alfredo sauce with tender chunks of grilled chicken. Served with Italian cheese toast.,American
323,Rafferty's Restaurant & Bar,The Brookie,$6.99,"A tasty combination of a coconut chocolate nut brownie and a cookie. Crowned with rich French vanilla ice cream, candied pecans then drizzled with chocolate ganache.",American
324,Rafferty's Restaurant & Bar,Apple Walnut Crunch,$6.99,"Warm fresh baked apples with a hint of cinnamon and nutmeg covered with a crunchy crust. Topped with French vanilla ice cream, candied pecans then drizzled with bourbon glaze.",American
325,Rafferty's Restaurant & Bar,The Best Cheesecake,$6.99,Smooth creamy cheesecake in an extra thick graham cracker pecan crust.,American
326,Rafferty's Restaurant & Bar,Nutty Honey Butter Croissants,$6.99,A new twist on a Rafferty’s classic. A basket of our hot-from-the-oven croissants drizzled with honey butter then topped with candied pecans,American
327,Rafferty's Restaurant & Bar,Rafferty's Dinner Duos ,$20.99,"Select two different items from the following : Half Rack Ribs, BBQ Chicken, Pork Chop, Chicken Fingers, House Salad. Served with one side item. ",American
328,Rafferty's Restaurant & Bar,Hand-Cut French Fries,$3.79,,American
329,Rafferty's Restaurant & Bar,Baked Potato,$3.79,,American
330,Rafferty's Restaurant & Bar,Broccoli,$3.79,,American
331,Rafferty's Restaurant & Bar,Baked Sweet Potato,$3.79,,American
332,Rafferty's Restaurant & Bar,House Vegetable,$3.79,,American
333,Rafferty's Restaurant & Bar,Fresh Fruit Bowl,$3.79,,American
334,Rafferty's Restaurant & Bar,Homemade Cole Slaw,$3.79,,American
335,Rafferty's Restaurant & Bar,Garlic Mashed Potatoes ,$3.79,,American
336,Rafferty's Restaurant & Bar,House Salad ,$3.99,,American
337,Huey's Restaurant,Homemade Potato Soup,$4.75,"Huey's secret recipe potato soup topped with grated cheddar cheese, bacon and scallions.",American
338,Huey's Restaurant,Chili,$4.75,Topped with cheddar cheese.,American
339,Huey's Restaurant,Chicken Tenders Salad,$10.45,"Fresh mixed greens topped with deep-fried chicken tenders, tomato, mushrooms, scallions, bacon bits, grated cheddar and Monterey Jack cheese.",American
340,Huey's Restaurant,Tuna Steak Salad,$11.25,"Fresh mixed greens topped with grilled tuna, tomato, avocado, Monterey jack cheese and scallions.",American
341,Huey's Restaurant,Tossed Salad,$4.75,"Fresh mixed greens with grated cheddar cheese, grape tomatoes and cucumber.",American
342,Huey's Restaurant,Cobb Salad,$9.75,"Fresh spinach and mixed greens topped with bacon, scallions, egg, shredded chicken, tomato and grated cheddar cheese.",American
343,Huey's Restaurant,Spinach Salad,$6.55,"Fresh spinach topped with egg, mushroom and red onion, served with a side of bacon bits and hot honey-bacon dressing.",American
344,Huey's Restaurant,Grilled Chicken Salad,$10.45,"Fresh mixed greens topped with seasoned grilled chicken, tomato, avocado, Monterey jack cheese and scallions.",American
345,Huey's Restaurant,Thai Chicken Salad,$9.75,"Fresh mixed greens topped with grilled chicken, chopped peanuts, crunchy rice noodles, and mandarin oranges. Served with Thai peanut dressing on the side.",American
346,Huey's Restaurant,Spinach and Artichoke Dip,$7.95,Served with sour cream and salsa.,American
347,Huey's Restaurant,Cheese and Sausage Plate,$9.75,"Served with cheddar and pepper jack cheeses, pickle spears, peppercinis, crackers, BBQ sauce and honey mustard.",American
348,Huey's Restaurant,Fried Mozzarella Cheese Sticks,$7.75,Served with marinara sauce.,American
349,Huey's Restaurant,Fried Mushrooms,$7.75,Hand-breaded mushrooms serve with horseradish sauce.,American
350,Huey's Restaurant,Memphis Original Potato Skins,$7.65,5 potato skins served with our chive sour cream.,American
351,Huey's Restaurant,Basket of French Fries,$5.15,,American
352,Huey's Restaurant,Cheese Tots with Bacon and Scallions,$8.95,Add chili for an additional charge.,American
353,Huey's Restaurant,Huey's Queso Dip,$6.95,Topped with chopped jalapenos and tomatoes.,American
354,Huey's Restaurant,Cheese Fries with Bacon and Scallions,$8.95,Add chili for an additional charge.,American
355,Huey's Restaurant,Fried Pickles,$6.95,Fried pickle chips served with ranch dressing.,American
356,Huey's Restaurant,Nachos,$9.85,"Chips piled high with grated cheddar cheese, beef, beans, lettuce, tomatoes, jalapenos, and sour cream.",American
357,Huey's Restaurant,6 Buffalo Wings,$11.45,Whole wings tossed in our Buffalo sauce served with celery and your choice of ranch or blue cheese.,American
358,Huey's Restaurant,Basket of Onion Rings,$6.75,,American
359,Huey's Restaurant,French Dip Sandwich,$8.95,"Tender roast beef served with your choice of cheese on a buttered, toasted roll and au jus for dipping.",American
360,Huey's Restaurant,Chicken Philly Cheese Sandwich,$9.65,"Sliced chicken breast smothered with pepper jack cheese, grilled red onions, cracked black pepper, mayo, lettuce and tomato, on a buttered, toasted hoagie roll.",American
361,Huey's Restaurant,Turkey Supreme Sandwich,$8.95,"Turkey stacked high with avocado, Swiss cheese, mayo, lettuce, and tomato on a croissant.",American
362,Huey's Restaurant,Fiesta Chicken Wrap,$9.25,"Grilled chicken breast strips lightly seasoned, folded in flatbread with grated cheddar cheese, lettuce and tomato served with a side of tortilla chips, salsa and ranch.",American
363,Huey's Restaurant,Steak Sandwich,$12.65,"7 oz. tenderloin filet, hand-cut, seasoned and served open face with lettuce and tomato on a buttered, toasted hoagie roll.",American
364,Huey's Restaurant,Southern Style Chicken Miners Sandwich,$8.75,"3 fried mini chicken breasts served on dinner rolls topped with pickles, lettuce, and ranch dressing. Available Buffalo style.",American
365,Huey's Restaurant,South Philly Cheesesteak Sandwich,$9.85,"Made with shaved and seasoned ribeye, grilled onions and topped with melted white cheddar cheese and served on a deli roll straight from Philadelphia.",American
366,Huey's Restaurant,Huey's Club Sandwich,$8.65,"Savory turkey, ham, cheddar cheese, Swiss cheese, bacon, lettuce, tomato, honey mustard on Texas toast.",American
367,Huey's Restaurant,Deluxe Grilled Chicken Sandwich,$7.95,"Served with mayo, lettuce, tomato and choice of cajun spices and Swiss or cheddar cheese on a buttered, toasted roll.",American
368,Huey's Restaurant,Reuben Sandwich,$8.95,"Thinly sliced corned beef, sauerkraut and melted Swiss cheese on toasted, buttered marble rye with a side of 1000 Island dressing.",American
369,Huey's Restaurant,Cuban Sandwich,$8.95,"Our version of the Cuban sandwich: sliced center-cut pork loin, deli ham, Swiss cheese, mustard, and pickle, served hot on a toasted deli-style hoagie roll.",American
370,Huey's Restaurant,West Coast Burger,$7.95,"Guacamole, Monterey Jack cheese on a buttered, toasted whole-wheat bun with mayo, lettuce, tomato, and onion.",American
371,Huey's Restaurant,Senor Huey Burger,$7.95,"Topped with pepper jack cheese, muy bueno! Choose from mayo, lettuce, tomato, mustard, pickle and onion.",American
372,Huey's Restaurant,Texas Toast Burger,$7.65,"Topped with pepper jack cheese, grilled onions and jalapenos on buttered Texas toast.",American
373,Huey's Restaurant,Bluez 57 Burger,$8.15,"Blue cheese crumbles, Heinz 57 sauce, mayo, lettuce, tomato, and onion straws on a buttered, toasted sesame seed bun.",American
374,Huey's Restaurant,"Little Miners ""Trio"" Burgers",$8.65,"3 delicious mini burgers ? 1 with pepper jack cheese and jalapenos, 1 with bacon and cheddar, and 1 with Swiss and mushrooms.",American
375,Huey's Restaurant,"Little Miners ""Trio"" Burgers with Bacon and Cheddar Cheese",$8.65,,American
376,Huey's Restaurant,Beyond Burger,$10.75,"100% vegan, 6 oz. of plant-based burger, topped with gouda cheese, veganaise mayo, lettuce, tomato, mustard, pickle and onion on a Kaiser bun.",American
377,Huey's Restaurant,World Famous Huey Burger,$6.95,"Choose from: mayo, lettuce, tomato, mustard, pickle, onion and cheddar or Swiss cheese on a buttered, toasted sesame seed bun.",American
378,Huey's Restaurant,Smokey Melt Burger,$7.65,"Our version of the patty melt with smoked cheddar cheese on buttered, toasted wheat bread, choose from mayo, lettuce, tomato, mustard, pickle and onion.",American
379,Huey's Restaurant,Madison Avenue Burger,$8.45,"Served on a buttered, toasted sourdough bun and topped with Swiss cheese, grilled mushrooms, mayo, lettuce, tomato, and bacon.",American
380,Huey's Restaurant,Old Tyme A1 Burger,$8.75,"Our world-famous burger with cheddar, Swiss, and Jack cheeses, topped with sizzling bacon, sauteed mushrooms, hand-cut onion straws, and drizzled with A1 sauce, on a sourdough bun. Awesome!",American
381,Huey's Restaurant,Bluff City Burger,$8.45,"Chargrilled and topped with smoked cheddar cheese, crispy bacon, onion straws, BBQ sauce, shredded lettuce and pickles on a buttered, toasted Kaiser roll.",American
382,Huey's Restaurant,Sunshine Burger,$8.45,"Served open face with cheddar cheese, grilled mushrooms, and topped with an over-medium fried egg and crispy bacon.",American
383,Huey's Restaurant,Mac 'n' Cheese Burger,$9.25,"White mac 'n' cheese, bacon, scallions, diced tomatoes and white American cheese, served with chipotle ranch on a brioche bun.",American
384,Huey's Restaurant,Grilled Tuna Steak Sandwich,$9.75,"Lightly seasoned with Cajun spices, served on a buttered, toasted roll with mayo, lettuce and tomato. Tartar sauce served upon request.",American
385,Huey's Restaurant,Shrimp Basket with Fries,$12.15,"Breaded shrimp, deep-fried to a golden brown. Served with fries and a side of cocktail sauce. Available Buffalo style.",American
386,Huey's Restaurant,Catfish Basket,$11.45,"Farm-raised and deep-fried, 7 golden brown catfish strips served with our famous steak fries and tartar sauce.",American
387,Huey's Restaurant,Fish and Chips,$11.25,4 golden brown cod filets served over our teak fries served with tartar sauce.,American
388,Huey's Restaurant,Shrimp Po-Boy,$9.75,"Breaded shrimp, deep-fried to a golden brown and served open face with lettuce and tomato on a buttered, toasted hoagie roll, with a side of remoulade sauce. Available Buffalo style.",American
389,Huey's Restaurant,Heart Healthy Mahi-Mahi Plate,$12.95,"7 oz. perfectly seasoned grilled Mahi served with steamed veggies of squash, zucchini, baby carrots, and broccoli.",American
390,Huey's Restaurant,Salmon and Veggie Plate,$12.95,"6 oz. perfectly seasoned grilled salmon served with steamed veggies of squash, zucchini, baby carrots and broccoli.",American
391,Huey's Restaurant,Steak Stick Dinner,$14.45,3 skewers with fries.,American
392,Huey's Restaurant,Grilled Chicken and Pineapple Kabob Dinner,$10.75,3 skewers with fries.,American
393,Huey's Restaurant,Chicken Tenders Dinner,$10.65,"Served with fries and choice of ranch, honey mustard, or BBQ sauce. Try it Buffalo style.",American
394,Huey's Restaurant,Steak Stick Snack,$7.55,1 skewer with fries.,American
395,Huey's Restaurant,Grilled Chicken and Pineapple Kabob Snack,$7.15,1 skewer with fries.,American
396,Huey's Restaurant,Chili and Tamales,$8.95,"Covered with cheddar cheese, red onions and chili.",American
397,Huey's Restaurant,Low Fat Huey Burger,$6.95,"The world-famous Huey burger trimmed down ? same delicious taste! 3.5 oz. patty served on an unbuttered, toasted whole-wheat bun, topped with low-fat mayo, mustard, lettuce, tomato, pickle, and onion.",American
398,Huey's Restaurant,Low Fat Turkey Supreme Sandwich,$8.45,"4 oz. of turkey stacked with lettuce, tomato, and low-fat mayo on wheat bread. Same delicious sandwich, better for your heart.",American
399,Huey's Restaurant,Grilled Mahi Mahi Plate,$12.95,"Ah, the simple thing... choose between a generous 8 oz. portion of lightly seasoned grilled mahi-mahi.",American
400,Huey's Restaurant,Low Fat Huey Veggie Burger,$7.95,"Served on a toasted, unbuttered whole-wheat bun with low-fat mayo, mustard, pickle, lettuce, tomato, and onion. Delicious!",American
401,Huey's Restaurant,Low Fat Grilled Tuna Sandwich,$10.50,"Our lightly seasoned tuna filet, char-grilled and served on a whole-wheat bun with low-fat mayo, lettuce, and tomato.",American
402,Huey's Restaurant,French Fries,$2.60,,American
403,Huey's Restaurant,Onion Straws,$2.60,,American
404,Huey's Restaurant,Steamed Veggies,$2.60,,American
405,Huey's Restaurant,Cheese,$0.75,,American
406,Huey's Restaurant,Side Chili,$1.00,,American
407,Huey's Restaurant,Sour Cream,$0.50,,American
408,Huey's Restaurant,Tater Tots,$2.60,,American
409,Huey's Restaurant,Onion Rings,$3.35,,American
410,Huey's Restaurant,Sweet Potato Fries,$3.75,,American
411,Huey's Restaurant,Bacon,$1.00,,American
412,Huey's Restaurant,Sauteed Mushrooms,$0.75,,American
413,Huey's Restaurant,Salad Dressing,$0.50,,American
414,Huey's Restaurant,Sliced Jalapenos,$0.50,,American
415,Huey's Restaurant,Kid's Burger,$5.25,"Our delicious Huey's burger kid size with fries, oranges or applesauce.",American
416,Huey's Restaurant,Kid's Chicken Tenders,$5.25,"2 tenders with our delicious fries, oranges or applesauce.",American
417,Huey's Restaurant,Kid's Mac N' Cheese,$5.25,"Kraft macaroni and cheese served with fries, oranges or applesauce.",American
418,Huey's Restaurant,Kid's Grilled Cheese,$5.25,"Cheddar cheese melted between wheat toast served with fries, oranges or applesauce.",American
419,Huey's Restaurant,Kid's Mini Corn Dogs,$5.25,"5 delicious mini corn dogs with fries, oranges or applesauce? Kids love them!",American
420,Huey's Restaurant,Kid's Fried Mozzarella Cheese Sticks,$5.25,"4 yummy cheese sticks with fries, oranges or applesauce.",American
421,Huey's Restaurant,Homemade Brownie ?a La Mode,$5.65,"Our homemade brownie served with vanilla ice cream and topped with whipped cream, chocolate drizzle and a cherry.",American
422,Huey's Restaurant,The Rock Slide,$5.75,"Melt in your mouth brownie topped with caramel, piled high with brownie cubes, toasted pecans, drizzled chocolate sauce and a scoop of French vanilla ice-cream. Now that's some yummy goodness!",American
423,Huey's Restaurant,Homemade Lemon Ice Box Pie,$4.95,Homemade topped with whipped cream and sprinkled with cinnamon.,American
424,Huey's Restaurant,Soda,$2.60,Choice of flavor.,American
425,Huey's Restaurant,Lemonade,$2.60,,American
426,Huey's Restaurant,Iced Tea,$2.60,Sweet or unsweetened.,American
